Azure Service,Workload Category,Criticality,RTO Band,RPO Band,Custom RTO Upper Bound,Custom RPO Upper Bound,Recommended HA Strategy,Recommended DR Strategy,Recommended Architecture Pattern,Recommended Replication Approach,Recommended Failover Method,Recommendation Scope,Delivers Local Resiliency,Delivers Zonal Resiliency,Delivers Regional Resiliency,Why This Fits,Key Caveats,Operational Prerequisites,Cost Level,Complexity Level,Primary Diagram Link,Primary Documentation Link,Decision Confidence,Date Reviewed,Region Preference,Topology Preference,Cost Sensitivity,Simplicity vs Resilience
Azure SQL Database,Database,Critical,Band C,Band C,01:00,00:15,Enable zone redundancy for in-region HA,Use failover groups across regions,Zone-redundant primary with secondary logical server and failover group,Continuous async cross-region synchronization,Customer-managed failover policy with listener endpoints,Both,Yes,Yes,Yes,Fits managed SQL workloads that need strong in-region HA and fast regional recovery without changing connection strings.,DR RPO depends on replication lag; zone redundancy is not regional DR.,"Retry-aware client, secondary server, failover policy, tested runbook",Medium to High,Medium,https://learn.microsoft.com/en-us/azure/azure-sql/database/business-continuity-high-availability-disaster-recover-hadr-overview?view=azuresql,https://learn.microsoft.com/en-us/azure/reliability/reliability-sql-database,High,2026-03-25,"Single Region, Multiple Zones",Active-Passive (Hot Standby),Low,Resilience
Azure SQL Database,Database,Critical,Band C,Band C,01:00,00:15,Enable zone redundancy for in-region HA,Use failover groups across regions,Zone-redundant primary with secondary logical server and failover group,Continuous async cross-region synchronization,Customer-managed failover policy with listener endpoints,Both,Yes,Yes,Yes,Fits managed SQL workloads that need strong in-region HA and fast regional recovery without changing connection strings.,DR RPO depends on replication lag; zone redundancy is not regional DR.,"Retry-aware client, secondary server, failover policy, tested runbook",Medium to High,Medium,https://learn.microsoft.com/en-us/azure/azure-sql/database/business-continuity-high-availability-disaster-recover-hadr-overview?view=azuresql,https://learn.microsoft.com/en-us/azure/reliability/reliability-sql-database,High,2026-03-25,"Single Region, Multiple Zones",Active-Passive (Hot Standby),Medium,Simplicity
Azure SQL Database,Database,Critical,Band C,Band C,01:00,00:15,Enable zone redundancy for in-region HA,Use failover groups across regions,Zone-redundant primary with secondary logical server and failover group,Continuous async cross-region synchronization,Customer-managed failover policy with listener endpoints,Both,Yes,Yes,Yes,Fits managed SQL workloads that need strong in-region HA and fast regional recovery without changing connection strings.,DR RPO depends on replication lag; zone redundancy is not regional DR.,"Retry-aware client, secondary server, failover policy, tested runbook",Medium to High,Medium,https://learn.microsoft.com/en-us/azure/azure-sql/database/business-continuity-high-availability-disaster-recover-hadr-overview?view=azuresql,https://learn.microsoft.com/en-us/azure/reliability/reliability-sql-database,High,2026-03-25,"Single Region, Multiple Zones",Active-Passive (Hot Standby),Medium,Balanced
Azure SQL Database,Database,Critical,Band C,Band C,01:00,00:15,Enable zone redundancy for in-region HA,Use failover groups across regions,Zone-redundant primary with secondary logical server and failover group,Continuous async cross-region synchronization,Customer-managed failover policy with listener endpoints,Both,Yes,Yes,Yes,Fits managed SQL workloads that need strong in-region HA and fast regional recovery without changing connection strings.,DR RPO depends on replication lag; zone redundancy is not regional DR.,"Retry-aware client, secondary server, failover policy, tested runbook",Medium to High,Medium,https://learn.microsoft.com/en-us/azure/azure-sql/database/business-continuity-high-availability-disaster-recover-hadr-overview?view=azuresql,https://learn.microsoft.com/en-us/azure/reliability/reliability-sql-database,High,2026-03-25,"Single Region, Multiple Zones",Active-Passive (Hot Standby),Medium,Resilience
Azure SQL Database,Database,Critical,Band C,Band C,01:00,00:15,Enable zone redundancy for in-region HA,Use failover groups across regions,Zone-redundant primary with secondary logical server and failover group,Continuous async cross-region synchronization,Customer-managed failover policy with listener endpoints,Both,Yes,Yes,Yes,Fits managed SQL workloads that need strong in-region HA and fast regional recovery without changing connection strings.,DR RPO depends on replication lag; zone redundancy is not regional DR.,"Retry-aware client, secondary server, failover policy, tested runbook",Medium to High,Medium,https://learn.microsoft.com/en-us/azure/azure-sql/database/business-continuity-high-availability-disaster-recover-hadr-overview?view=azuresql,https://learn.microsoft.com/en-us/azure/reliability/reliability-sql-database,High,2026-03-25,"Single Region, Multiple Zones",Active-Passive (Hot Standby),High,Simplicity
Azure SQL Database,Database,Critical,Band C,Band C,01:00,00:15,Enable zone redundancy for in-region HA,Use failover groups across regions,Zone-redundant primary with secondary logical server and failover group,Continuous async cross-region synchronization,Customer-managed failover policy with listener endpoints,Both,Yes,Yes,Yes,Fits managed SQL workloads that need strong in-region HA and fast regional recovery without changing connection strings.,DR RPO depends on replication lag; zone redundancy is not regional DR.,"Retry-aware client, secondary server, failover policy, tested runbook",Medium to High,Medium,https://learn.microsoft.com/en-us/azure/azure-sql/database/business-continuity-high-availability-disaster-recover-hadr-overview?view=azuresql,https://learn.microsoft.com/en-us/azure/reliability/reliability-sql-database,High,2026-03-25,"Single Region, Multiple Zones",Active-Passive (Hot Standby),High,Balanced
Azure SQL Database,Database,Critical,Band C,Band C,01:00,00:15,Enable zone redundancy for in-region HA,Use failover groups across regions,Zone-redundant primary with secondary logical server and failover group,Continuous async cross-region synchronization,Customer-managed failover policy with listener endpoints,Both,Yes,Yes,Yes,Fits managed SQL workloads that need strong in-region HA and fast regional recovery without changing connection strings.,DR RPO depends on replication lag; zone redundancy is not regional DR.,"Retry-aware client, secondary server, failover policy, tested runbook",Medium to High,Medium,https://learn.microsoft.com/en-us/azure/azure-sql/database/business-continuity-high-availability-disaster-recover-hadr-overview?view=azuresql,https://learn.microsoft.com/en-us/azure/reliability/reliability-sql-database,High,2026-03-25,"Single Region, Multiple Zones",Active-Passive (Hot Standby),High,Resilience
Azure SQL Database,Database,Critical,Band C,Band C,01:00,00:15,Enable zone redundancy for in-region HA,Use failover groups across regions,Zone-redundant primary with secondary logical server and failover group,Continuous async cross-region synchronization,Customer-managed failover policy with listener endpoints,Both,Yes,Yes,Yes,Fits managed SQL workloads that need strong in-region HA and fast regional recovery without changing connection strings.,DR RPO depends on replication lag; zone redundancy is not regional DR.,"Retry-aware client, secondary server, failover policy, tested runbook",Medium to High,Medium,https://learn.microsoft.com/en-us/azure/azure-sql/database/business-continuity-high-availability-disaster-recover-hadr-overview?view=azuresql,https://learn.microsoft.com/en-us/azure/reliability/reliability-sql-database,High,2026-03-25,"Single Region, Multiple Zones",Active-Passive (Cold Standby),Low,Simplicity
Azure SQL Database,Database,Critical,Band C,Band C,01:00,00:15,Enable zone redundancy for in-region HA,Use failover groups across regions,Zone-redundant primary with secondary logical server and failover group,Continuous async cross-region synchronization,Customer-managed failover policy with listener endpoints,Both,Yes,Yes,Yes,Fits managed SQL workloads that need strong in-region HA and fast regional recovery without changing connection strings.,DR RPO depends on replication lag; zone redundancy is not regional DR.,"Retry-aware client, secondary server, failover policy, tested runbook",Medium to High,Medium,https://learn.microsoft.com/en-us/azure/azure-sql/database/business-continuity-high-availability-disaster-recover-hadr-overview?view=azuresql,https://learn.microsoft.com/en-us/azure/reliability/reliability-sql-database,High,2026-03-25,"Single Region, Multiple Zones",Active-Passive (Cold Standby),Low,Balanced
Azure SQL Database,Database,Critical,Band C,Band C,01:00,00:15,Enable zone redundancy for in-region HA,Use failover groups across regions,Zone-redundant primary with secondary logical server and failover group,Continuous async cross-region synchronization,Customer-managed failover policy with listener endpoints,Both,Yes,Yes,Yes,Fits managed SQL workloads that need strong in-region HA and fast regional recovery without changing connection strings.,DR RPO depends on replication lag; zone redundancy is not regional DR.,"Retry-aware client, secondary server, failover policy, tested runbook",Medium to High,Medium,https://learn.microsoft.com/en-us/azure/azure-sql/database/business-continuity-high-availability-disaster-recover-hadr-overview?view=azuresql,https://learn.microsoft.com/en-us/azure/reliability/reliability-sql-database,High,2026-03-25,"Single Region, Multiple Zones",Active-Passive (Cold Standby),Low,Resilience
Azure SQL Database,Database,Critical,Band C,Band C,01:00,00:15,Enable zone redundancy for in-region HA,Use failover groups across regions,Zone-redundant primary with secondary logical server and failover group,Continuous async cross-region synchronization,Customer-managed failover policy with listener endpoints,Both,Yes,Yes,Yes,Fits managed SQL workloads that need strong in-region HA and fast regional recovery without changing connection strings.,DR RPO depends on replication lag; zone redundancy is not regional DR.,"Retry-aware client, secondary server, failover policy, tested runbook",Medium to High,Medium,https://learn.microsoft.com/en-us/azure/azure-sql/database/business-continuity-high-availability-disaster-recover-hadr-overview?view=azuresql,https://learn.microsoft.com/en-us/azure/reliability/reliability-sql-database,High,2026-03-25,"Single Region, Multiple Zones",Active-Passive (Cold Standby),Medium,Simplicity
Azure SQL Database,Database,Critical,Band C,Band C,01:00,00:15,Enable zone redundancy for in-region HA,Use failover groups across regions,Zone-redundant primary with secondary logical server and failover group,Continuous async cross-region synchronization,Customer-managed failover policy with listener endpoints,Both,Yes,Yes,Yes,Fits managed SQL workloads that need strong in-region HA and fast regional recovery without changing connection strings.,DR RPO depends on replication lag; zone redundancy is not regional DR.,"Retry-aware client, secondary server, failover policy, tested runbook",Medium to High,Medium,https://learn.microsoft.com/en-us/azure/azure-sql/database/business-continuity-high-availability-disaster-recover-hadr-overview?view=azuresql,https://learn.microsoft.com/en-us/azure/reliability/reliability-sql-database,High,2026-03-25,"Single Region, Multiple Zones",Active-Passive (Cold Standby),Medium,Balanced
